fb19e6d9-f47c-422a-8c1e-401608fff41c,kcns1,89.671,213,16,6,51,258,5,216,9.86e-75,264
fb19e6d9-f47c-422a-8c1e-401608fff41c,kcns1,82.160,213,32,6,51,258,5,216,5.11e-53,192
235b2c8c-4916-41cb-857c-a4d7db6a3377,gm7,77.273,198,22,11,67,245,1,194,5.90e-33,125
235b2c8c-4916-41cb-857c-a4d7db6a3377,gm7,74.242,198,28,11,67,245,1,194,8.20e-25,98.7
235b2c8c-4916-41cb-857c-a4d7db6a3377,kcns1,85.714,21,3,0,174,194,36,56,0.015,24.7
f12a6cae-1755-4fde-943f-2590aa978f91,gm7,78.756,193,30,9,76,258,198,7,4.21e-35,132
f12a6cae-1755-4fde-943f-2590aa978f91,gm7,76.166,193,35,9,76,258,198,7,1.38e-28,111
f12a6cae-1755-4fde-943f-2590aa978f91,kcns1,93.750,16,1,0,182,197,110,95,0.016,24.7
a0bc8849-8776-4d6e-9a4a-e5754f9a35c6,prima1,92.000,175,6,5,56,223,177,4,1.23e-66,237
a0bc8849-8776-4d6e-9a4a-e5754f9a35c6,prima1,90.857,175,8,5,56,223,177,4,6.36e-64,228
bda3ec6f-ff9f-49be-8dc6-c7ce132fb2b7,kcns1,85.000,220,15,10,53,258,216,1,3.65e-61,219
bda3ec6f-ff9f-49be-8dc6-c7ce132fb2b7,kcns1,81.193,218,27,7,53,258,216,1,1.77e-52,190
bda3ec6f-ff9f-49be-8dc6-c7ce132fb2b7,gm7,89.474,19,2,0,204,222,138,120,0.004,26.5
27b31eb5-eba6-4aab-b55b-de6d8baa7129,kcns1,90.610,213,13,5,51,260,2,210,4.55e-79,279
27b31eb5-eba6-4aab-b55b-de6d8baa7129,kcns1,81.690,213,32,5,51,260,2,210,5.20e-53,192
27b31eb5-eba6-4aab-b55b-de6d8baa7129,gm7,79.412,34,5,1,89,120,120,153,0.001,28.3
085b008a-a920-4c19-90af-0f5ba7089b38,kcns1,90.455,220,12,8,41,255,216,1,5.42e-78,275
085b008a-a920-4c19-90af-0f5ba7089b38,kcns1,83.636,220,27,8,41,255,216,1,2.30e-57,206
3f497a1d-90d0-4d1f-b9a8-822bbc279af2,hsp4,93.293,164,4,5,69,230,186,28,2.31e-64,230
3f497a1d-90d0-4d1f-b9a8-822bbc279af2,hsp4,92.073,164,6,5,69,230,186,28,1.19e-61,221
3f497a1d-90d0-4d1f-b9a8-822bbc279af2,hsp4,100.000,16,0,0,281,296,16,1,4.18e-04,30.1
3f497a1d-90d0-4d1f-b9a8-822bbc279af2,kcns1,100.000,12,0,0,148,159,141,130,0.062,22.9
1d4465f0-c302-4c02-98a1-931f978f6a13,prima1,90.286,175,7,6,44,211,172,1,8.87e-62,221
1d4465f0-c302-4c02-98a1-931f978f6a13,prima1,89.714,175,8,6,44,211,172,1,1.08e-60,217
1d4465f0-c302-4c02-98a1-931f978f6a13,kcns1,100.000,11,0,0,125,135,182,172,0.16,21.1
be6ddf36-406e-4a51-ae74-a1712ea88bb8,prima1,92.090,177,7,5,46,215,1,177,9.55e-68,241
be6ddf36-406e-4a51-ae74-a1712ea88bb8,prima1,91.525,177,8,5,46,215,1,177,4.06e-66,235
be6ddf36-406e-4a51-ae74-a1712ea88bb8,kcns1,92.857,14,1,0,79,92,67,80,0.16,21.1
b42c2409-42af-4b1c-9f4b-39f00a9b4cc8,kcns1,88.571,210,13,4,48,253,203,1,3.39e-74,262
b42c2409-42af-4b1c-9f4b-39f00a9b4cc8,kcns1,84.762,210,21,4,48,253,203,1,2.44e-63,226
641b66f9-f794-4f7b-956c-af48c8bedb8d,kcns1,77.885,208,30,8,44,237,216,11,1.84e-39,147
641b66f9-f794-4f7b-956c-af48c8bedb8d,kcns1,75.962,208,34,9,44,237,216,11,2.09e-32,123
41a69dd8-4cfe-477e-8c3a-50a8b49a25d7,hsp4,94.340,159,4,4,101,254,28,186,1.62e-65,233
41a69dd8-4cfe-477e-8c3a-50a8b49a25d7,hsp4,91.304,23,0,1,41,63,1,21,3.59e-04,30.1
41a69dd8-4cfe-477e-8c3a-50a8b49a25d7,hsp4,91.824,159,8,4,101,254,28,186,4.36e-60,215
6dc6908c-1bac-4e1d-a155-3388a08511d8,hsp4,88.136,59,1,3,40,94,186,130,1.54e-15,68.0
6dc6908c-1bac-4e1d-a155-3388a08511d8,hsp4,100.000,17,0,0,238,254,28,12,1.11e-04,31.9
6dc6908c-1bac-4e1d-a155-3388a08511d8,hsp4,85.965,57,2,3,40,92,186,132,7.96e-13,59.0
6dc6908c-1bac-4e1d-a155-3388a08511d8,hsp4,100.000,18,0,0,238,255,28,11,3.17e-05,33.7
0834a502-9303-4c4d-9aa3-bd1312b5b170,kcns1,79.000,200,22,9,89,279,28,216,5.85e-40,149
0834a502-9303-4c4d-9aa3-bd1312b5b170,kcns1,74.009,227,34,12,67,279,1,216,4.21e-29,113
fe0fe65e-308b-4c23-8403-39f840a0d25e,hsp4,83.125,160,21,5,118,272,28,186,1.66e-40,150
fe0fe65e-308b-4c23-8403-39f840a0d25e,hsp4,79.375,160,27,5,118,272,28,186,2.31e-32,123
91d7870e-bf5b-4153-8190-c0ce6df9147d,kcns1,83.799,179,15,6,64,236,10,180,1.24e-48,178
91d7870e-bf5b-4153-8190-c0ce6df9147d,kcns1,86.957,92,10,1,64,155,10,99,5.29e-28,109
91d7870e-bf5b-4153-8190-c0ce6df9147d,gm7,88.889,18,2,0,95,112,120,137,0.017,24.7
0b3bada5-788b-474a-907a-a37def0a9542,kcns1,90.541,222,13,6,39,258,216,1,2.83e-81,286
0b3bada5-788b-474a-907a-a37def0a9542,kcns1,83.333,222,29,6,39,258,216,1,1.47e-59,214
0b3bada5-788b-474a-907a-a37def0a9542,gm7,88.889,18,2,0,204,221,137,120,0.015,24.7
5c71bab8-97c6-4358-a13b-773ba6bbbe8c,hsp4,92.453,159,1,6,107,254,28,186,4.45e-60,215
5c71bab8-97c6-4358-a13b-773ba6bbbe8c,hsp4,89.308,159,6,6,107,254,28,186,1.45e-53,194
5c71bab8-97c6-4358-a13b-773ba6bbbe8c,hsp4,92.593,27,1,1,42,67,1,27,2.47e-06,37.4
9d3ddcd6-0cd0-4293-a8b2-c97467533a6c,kcns1,82.432,222,21,12,55,264,1,216,2.18e-51,187
9d3ddcd6-0cd0-4293-a8b2-c97467533a6c,kcns1,78.378,222,30,12,55,264,1,216,1.91e-39,147
d07c60c8-9d48-46ef-9dff-aae703a65152,hsp4,81.081,74,8,3,58,129,182,113,6.72e-14,62.6
d07c60c8-9d48-46ef-9dff-aae703a65152,hsp4,84.314,51,6,1,58,106,182,132,3.48e-11,53.6
d07c60c8-9d48-46ef-9dff-aae703a65152,hsp4,93.333,30,1,1,256,284,30,1,6.29e-08,42.8
d07c60c8-9d48-46ef-9dff-aae703a65152,hsp4,100.000,17,0,0,173,189,78,62,1.14e-04,31.9
989fee1a-13a4-4d1c-86a0-87afaad6aed1,hsp4,84.564,149,9,9,104,241,28,173,9.44e-37,138
989fee1a-13a4-4d1c-86a0-87afaad6aed1,hsp4,93.333,30,1,1,49,77,1,30,5.59e-08,42.8
989fee1a-13a4-4d1c-86a0-87afaad6aed1,hsp4,79.866,149,16,9,104,241,28,173,5.58e-27,105
989fee1a-13a4-4d1c-86a0-87afaad6aed1,hsp4,96.667,30,0,1,49,77,1,30,4.59e-09,46.4
3b67e7f0-142a-425a-9eed-90297100aad3,hsp4,83.333,168,16,8,107,271,28,186,4.75e-41,152
3b67e7f0-142a-425a-9eed-90297100aad3,hsp4,82.143,168,18,8,107,271,28,186,2.46e-38,143
3b67e7f0-142a-425a-9eed-90297100aad3,hsp4,100.000,23,0,0,48,70,8,30,6.20e-08,42.8
3b67e7f0-142a-425a-9eed-90297100aad3,kcns1,100.000,12,0,0,175,186,130,141,0.058,22.9
2df8ee5e-5d9c-4700-a7eb-70cd12bff061,prima1,85.311,177,13,8,70,233,177,1,1.03e-48,178
2df8ee5e-5d9c-4700-a7eb-70cd12bff061,prima1,84.746,177,14,8,70,233,177,1,1.26e-47,174
794b4d7e-0310-47a1-9102-38f99b54e1fd,hsp4,87.654,162,8,7,53,203,186,26,9.49e-50,181
794b4d7e-0310-47a1-9102-38f99b54e1fd,hsp4,100.000,22,0,0,243,264,26,5,2.09e-07,41.0
794b4d7e-0310-47a1-9102-38f99b54e1fd,hsp4,84.568,162,13,7,53,203,186,26,3.10e-43,159
794b4d7e-0310-47a1-9102-38f99b54e1fd,hsp4,95.455,22,1,0,243,264,26,5,8.90e-06,35.6
e9ac2fd1-d077-4349-ae67-b5d676d77a00,kcns1,87.156,218,13,9,41,245,1,216,1.06e-67,241
e9ac2fd1-d077-4349-ae67-b5d676d77a00,kcns1,79.358,218,30,9,41,245,1,216,2.33e-44,163
e9ac2fd1-d077-4349-ae67-b5d676d77a00,gm7,88.889,18,2,0,79,96,120,137,0.015,24.7
e9ac2fd1-d077-4349-ae67-b5d676d77a00,hsp4,100.000,12,0,0,166,177,96,107,0.051,22.9
fc05edc5-0f42-490e-873a-8826396c983e,kcns1,83.796,216,25,7,42,250,213,1,1.86e-58,210
fc05edc5-0f42-490e-873a-8826396c983e,kcns1,79.167,216,35,7,42,250,213,1,6.94e-45,165
fc05edc5-0f42-490e-873a-8826396c983e,hsp4,100.000,12,0,0,112,123,107,96,0.053,22.9
2ff29c5c-4062-452b-9474-14102d9e629b,hsp4,94.268,157,5,4,118,271,28,183,7.62e-64,228
2ff29c5c-4062-452b-9474-14102d9e629b,hsp4,90.446,157,11,4,118,271,28,183,1.06e-55,201
057e806a-abe7-4ba4-ab7e-383a913872ca,kcns1,74.886,219,31,12,69,277,12,216,1.19e-29,114
057e806a-abe7-4ba4-ab7e-383a913872ca,kcns1,95.238,42,2,0,236,277,175,216,1.55e-15,68.0
057e806a-abe7-4ba4-ab7e-383a913872ca,kcns1,82.759,29,1,1,69,93,12,40,3.88e-04,30.1
057e806a-abe7-4ba4-ab7e-383a913872ca,hsp4,100.000,12,0,0,190,201,96,107,0.058,22.9
057e806a-abe7-4ba4-ab7e-383a913872ca,hsp4,100.000,11,0,0,233,243,64,74,0.20,21.1
ae590bc4-f912-4974-823e-7277eed8d51c,hsp4,83.750,160,14,8,140,288,28,186,2.09e-39,147
ae590bc4-f912-4974-823e-7277eed8d51c,hsp4,79.375,160,21,8,140,288,28,186,1.23e-29,114
2c0b8689-11e2-4635-9a48-f037564d7f2a,kcns1,80.180,222,36,5,44,263,1,216,2.22e-51,187
2c0b8689-11e2-4635-9a48-f037564d7f2a,kcns1,71.622,222,55,5,44,263,1,216,7.28e-26,102
c8eec223-9fa9-432a-9de2-45eddd9ba4a0,kcns1,89.904,208,15,4,56,258,10,216,8.06e-76,268
c8eec223-9fa9-432a-9de2-45eddd9ba4a0,kcns1,88.479,217,17,5,47,258,3,216,9.83e-75,264
c8eec223-9fa9-432a-9de2-45eddd9ba4a0,gm7,88.889,18,2,0,85,102,120,137,0.016,24.7
e8c3d27f-2ff5-447a-adb3-b3b8e305fcfa,kcns1,79.724,217,34,8,52,262,4,216,1.99e-45,167
e8c3d27f-2ff5-447a-adb3-b3b8e305fcfa,kcns1,76.037,217,42,7,52,262,4,216,1.18e-35,134
e8c3d27f-2ff5-447a-adb3-b3b8e305fcfa,gm7,92.857,14,1,0,83,96,120,133,0.19,21.1
58fe36b9-9d12-4b9d-8ce8-f948ed53850b,hsp4,89.759,166,8,6,56,218,185,26,8.56e-57,205
58fe36b9-9d12-4b9d-8ce8-f948ed53850b,hsp4,96.296,27,1,0,251,277,27,1,1.77e-08,44.6
58fe36b9-9d12-4b9d-8ce8-f948ed53850b,hsp4,86.145,166,14,6,56,218,185,26,1.19e-48,178
58fe36b9-9d12-4b9d-8ce8-f948ed53850b,kcns1,100.000,12,0,0,138,149,141,130,0.058,22.9
8cfa8a3f-400e-4766-81db-f9ccaff73a32,kcns1,85.990,207,16,7,42,240,8,209,2.87e-62,223
8cfa8a3f-400e-4766-81db-f9ccaff73a32,kcns1,85.366,205,17,7,44,240,10,209,4.25e-60,215
8cfa8a3f-400e-4766-81db-f9ccaff73a32,gm7,79.412,34,5,1,76,107,120,153,0.001,28.3
7b9b1d7d-e595-486e-bdfb-aee4fd1626c3,kcns1,86.099,223,17,10,43,258,216,1,2.05e-64,230
7b9b1d7d-e595-486e-bdfb-aee4fd1626c3,kcns1,82.883,222,26,9,43,258,216,1,3.47e-55,199
7b9b1d7d-e595-486e-bdfb-aee4fd1626c3,hsp4,100.000,12,0,0,115,126,107,96,0.055,22.9
2aff86ad-6f64-4fa5-a540-8109ac79ea92,kcns1,88.318,214,13,8,46,251,1,210,7.40e-70,248
2aff86ad-6f64-4fa5-a540-8109ac79ea92,kcns1,86.449,214,17,8,46,251,1,210,1.99e-64,230
2aff86ad-6f64-4fa5-a540-8109ac79ea92,gm7,88.889,18,2,0,86,103,120,137,0.015,24.7
9f5880dd-2905-4ec0-9939-7510851b18cd,prima1,89.655,174,10,7,64,230,5,177,6.05e-58,208
9f5880dd-2905-4ec0-9939-7510851b18cd,prima1,89.080,174,11,7,64,230,5,177,7.37e-57,205
9f5880dd-2905-4ec0-9939-7510851b18cd,kcns1,94.118,17,0,1,110,125,184,200,0.050,22.9
63a9ac1a-af9c-48e7-bdda-00e516f4e510,hsp4,79.310,174,20,13,118,282,20,186,1.83e-27,107
63a9ac1a-af9c-48e7-bdda-00e516f4e510,hsp4,78.035,173,24,11,118,282,20,186,2.23e-26,104
4116a44d-f55d-4fbe-9ad4-40009b7ff5aa,hsp4,91.026,156,7,4,56,208,186,35,2.47e-57,206
4116a44d-f55d-4fbe-9ad4-40009b7ff5aa,hsp4,88.462,156,11,4,56,208,186,35,6.62e-52,188
825e1c75-83e7-4b14-bf49-2afabd3af799,kcns1,87.019,208,19,6,49,250,10,215,1.50e-65,233
825e1c75-83e7-4b14-bf49-2afabd3af799,kcns1,82.791,215,28,7,43,250,3,215,1.08e-54,197
825e1c75-83e7-4b14-bf49-2afabd3af799,hsp4,84.615,26,3,1,149,174,83,107,0.004,26.5
825e1c75-83e7-4b14-bf49-2afabd3af799,gm7,88.889,18,2,0,75,92,120,137,0.014,24.7
825e1c75-83e7-4b14-bf49-2afabd3af799,gm7,100.000,11,0,0,42,52,61,71,0.17,21.1
3d205cd0-4619-46d5-b1a5-c7fbcf054512,hsp4,76.042,192,22,9,44,217,186,1,2.37e-31,120
3d205cd0-4619-46d5-b1a5-c7fbcf054512,hsp4,74.479,192,25,9,44,217,186,1,1.50e-27,107
ad66bca9-216a-4110-af11-f08a85f3abda,gm7,77.333,225,24,13,65,282,1,205,8.84e-38,141
ad66bca9-216a-4110-af11-f08a85f3abda,gm7,76.991,226,23,13,65,282,1,205,8.84e-38,141
bd2bf2c8-0946-4e07-9c53-e526f3a8fdff,hsp4,83.851,161,12,8,128,276,28,186,1.64e-40,150
bd2bf2c8-0946-4e07-9c53-e526f3a8fdff,hsp4,95.000,20,1,0,71,90,6,25,1.11e-04,31.9
bd2bf2c8-0946-4e07-9c53-e526f3a8fdff,hsp4,83.851,161,12,8,128,276,28,186,1.64e-40,150
bd2bf2c8-0946-4e07-9c53-e526f3a8fdff,hsp4,100.000,20,0,0,71,90,6,25,2.60e-06,37.4
fa65cc57-4e79-4584-bef1-21af92f6f478,kcns1,78.082,219,31,9,43,250,4,216,1.24e-41,154
fa65cc57-4e79-4584-bef1-21af92f6f478,kcns1,71.429,217,49,8,43,250,4,216,1.51e-21,87.8
668f72a7-9ae2-41be-a24c-bbaca702a6bc,hsp4,93.865,163,3,5,59,218,186,28,1.80e-65,233
668f72a7-9ae2-41be-a24c-bbaca702a6bc,hsp4,100.000,30,0,0,252,281,30,1,1.00e-11,55.4
668f72a7-9ae2-41be-a24c-bbaca702a6bc,hsp4,92.638,163,5,5,59,218,186,28,9.34e-63,224
6abbfaa7-a26c-401f-88d5-5a140a4fc066,kcns1,74.545,220,42,7,63,273,1,215,6.52e-33,125
6abbfaa7-a26c-401f-88d5-5a140a4fc066,kcns1,78.846,104,19,2,63,165,1,102,6.97e-20,82.4
6abbfaa7-a26c-401f-88d5-5a140a4fc066,kcns1,86.486,37,4,1,237,273,180,215,2.13e-07,41.0
6abbfaa7-a26c-401f-88d5-5a140a4fc066,gm7,88.889,18,2,0,101,118,120,137,0.016,24.7
b6699a1c-97df-47c0-b97e-3432ce892ea0,kcns1,88.128,219,13,10,54,264,3,216,9.39e-69,244
b6699a1c-97df-47c0-b97e-3432ce892ea0,kcns1,78.995,219,33,10,54,264,3,216,1.31e-41,154
c3894afa-df78-4f29-a7c7-1568eca3ea07,kcns1,82.648,219,25,9,50,258,216,1,4.21e-54,196
c3894afa-df78-4f29-a7c7-1568eca3ea07,kcns1,78.539,219,34,8,50,258,216,1,3.03e-43,159
8faffb55-d8fe-442c-bcc6-9a03c97506be,kcns1,84.234,222,20,11,50,262,1,216,2.36e-57,206
8faffb55-d8fe-442c-bcc6-9a03c97506be,kcns1,76.777,211,31,10,63,262,13,216,1.49e-34,131
8faffb55-d8fe-442c-bcc6-9a03c97506be,hsp4,100.000,12,0,0,175,186,96,107,0.056,22.9
465afa87-e2f5-4cef-bc5c-92cea6cf1a4b,gm7,84.925,199,15,10,42,229,205,11,4.79e-53,192
465afa87-e2f5-4cef-bc5c-92cea6cf1a4b,gm7,82.915,199,19,10,42,229,205,11,1.28e-47,174
465afa87-e2f5-4cef-bc5c-92cea6cf1a4b,kcns1,88.889,18,2,0,110,127,56,39,0.015,24.7
1a9b029b-76e4-46cc-99c1-eb91a0f56adc,hsp4,84.138,145,10,6,131,262,28,172,2.44e-38,143
1a9b029b-76e4-46cc-99c1-eb91a0f56adc,hsp4,82.069,145,13,6,131,262,28,172,5.37e-34,129
1e420b72-ce5a-4de5-bdae-bc92dec5d568,gm7,77.830,212,27,12,62,266,4,202,1.23e-35,134
1e420b72-ce5a-4de5-bdae-bc92dec5d568,gm7,73.239,213,37,12,61,266,3,202,1.32e-22,91.5
a4c6b3e9-ba80-4822-b9db-35d5e08b62bd,kcns1,82.648,219,24,7,44,251,216,1,7.96e-57,205
a4c6b3e9-ba80-4822-b9db-35d5e08b62bd,kcns1,78.082,219,34,7,44,251,216,1,2.97e-43,159
a4c6b3e9-ba80-4822-b9db-35d5e08b62bd,hsp4,93.333,15,1,0,118,132,107,93,0.054,22.9
142094b5-a837-4c85-a258-f770cb2263ac,gm7,91.707,205,5,7,72,265,205,2,1.96e-77,273
